Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
33,0,Travel_Frequently,827.0,Research & Development,1,4,Other,3,0,84,4,2,Healthcare Representative,2,Married,5488.0,20161.0,1,1,13,3,1,1,6,2,3,6,5,1,2
41,0,Travel_Frequently,840.0,Research & Development,9,3,Medical,1,1,64,3,5,Research Director,3,Divorced,17821.349999999995,3735.0,2,0,17,3,2,1,21,2,4,18,11,0,10
27,0,Travel_Rarely,1134.0,Research & Development,16,4,Technical Degree,3,0,37,3,1,Laboratory Technician,2,Married,2811.0,12086.0,8,0,14,3,2,1,4,2,3,2,2,2,2
45,0,Non-Travel,248.0,Research & Development,23,2,Life Sciences,4,1,42,3,2,Laboratory Technician,1,Married,3633.0,14039.0,1,1,15,3,3,1,9,2,3,9,8,0,8
47,0,Travel_Rarely,955.0,Sales,4,2,Life Sciences,4,0,83,3,2,Sales Executive,4,Single,4163.0,8571.0,1,1,17,3,3,0,9,1,3,9,0,0,7
30,1,Travel_Rarely,165.35000000000002,Research & Development,22,3,Life Sciences,1,0,48,3,1,Research Scientist,3,Married,2132.0,11539.0,4,1,11,3,2,0,7,2,3,5,2,0,1
50,0,Travel_Rarely,939.0,Research & Development,24,3,Life Sciences,4,1,95,3,4,Manufacturing Director,3,Married,13973.0,4161.0,3,1,18,3,4,1,22,2,3,12,11,1,5
38,0,Travel_Frequently,1391.0,Research & Development,10,1,Medical,3,1,66,3,1,Research Scientist,3,Married,2684.0,12127.0,0,0,17,3,2,1,3,1,2,2,1,0,2
46,0,Travel_Rarely,566.0,Research & Development,7,2,Medical,4,1,75,3,3,Manufacturing Director,3,Divorced,10845.0,24208.0,6,0,13,3,2,1,13,3,3,8,7,0,7
24,0,Travel_Rarely,1206.0,Research & Development,17,1,Medical,4,0,41,2,2,Manufacturing Director,3,Divorced,4377.0,24117.0,1,0,15,3,2,2,5,5,3,4,2,3,2
35,1,Travel_Rarely,622.0,Research & Development,14,4,Other,3,1,39,2,1,Laboratory Technician,2,Divorced,3743.0,10074.0,1,1,22,4,4,1,5,2,1,4,2,0,2
31,0,Travel_Frequently,853.0,Research & Development,1,1,Life Sciences,3,0,96,3,2,Manufacturing Director,1,Married,4148.0,11275.0,1,0,12,3,3,1,4,1,3,4,3,0,3
24,0,Non-Travel,287.0,Research & Development,5,2,Life Sciences,2,1,73,3,1,Research Scientist,4,Single,2097.9,13493.0,1,0,15,3,4,0,1,2,3,1,0,0,0
54,0,Travel_Rarely,1424.1,Research & Development,17,3,Technical Degree,3,0,56,3,3,Manufacturing Director,3,Married,10739.0,13943.0,8,0,11,3,3,1,22,2,3,10,7,0,8
35,0,Travel_Rarely,583.0,Research & Development,25,4,Medical,3,0,57,3,3,Healthcare Representative,3,Divorced,10388.0,6975.0,1,1,11,3,3,1,16,3,2,16,10,9,1
30,0,Travel_Rarely,165.35000000000002,Research & Development,8,2,Life Sciences,2,0,73,4,3,Research Director,1,Married,11416.0,17802.0,0,1,12,3,3,3,9,4,2,8,7,1,7
24,1,Travel_Rarely,1097.0,Research & Development,11,3,Medical,4,0,97,2,1,Research Scientist,1,Single,2600.0,18275.0,1,1,15,3,1,0,1,2,3,1,0,0,0
30,1,Travel_Frequently,165.35000000000002,Research & Development,5,3,Medical,2,0,60,3,1,Laboratory Technician,2,Single,2422.0,25431.899999999998,0,0,17,3,1,0,4,3,3,3,2,1,2
26,0,Travel_Rarely,1066.0,Research & Development,2,2,Medical,4,1,33,4,2,Manufacturing Director,4,Married,5472.0,3384.55,1,0,12,3,2,0,8,2,3,8,7,1,3
24,0,Travel_Rarely,217.0,Research & Development,8,1,Life Sciences,2,1,94,1,1,Laboratory Technician,1,Married,2451.0,6881.0,1,0,15,3,1,1,4,3,2,4,3,1,1
48,0,Travel_Rarely,277.0,Research & Development,6,3,Life Sciences,1,1,97,2,2,Healthcare Representative,3,Single,4240.0,13119.0,2,0,13,3,4,0,19,1,3,2,2,2,2
48,0,Travel_Rarely,1355.0,Research & Development,4,4,Life Sciences,3,1,78,2,3,Healthcare Representative,3,Single,10999.0,22245.0,7,0,14,3,2,0,27,3,3,15,11,4,8
41,0,Travel_Rarely,549.0,Research & Development,7,2,Medical,4,0,42,3,2,Manufacturing Director,3,Single,5003.0,23371.0,6,0,14,3,2,0,8,5,3,2,2,2,1
39,0,Travel_Rarely,466.0,Research & Development,1,1,Life Sciences,4,0,65,2,4,Manufacturing Director,4,Married,12742.0,7060.0,1,0,16,3,3,1,21,3,3,20,6,9,8
27,0,Travel_Rarely,1055.0,Research & Development,2,4,Life Sciences,1,0,47,3,2,Manufacturing Director,4,Married,4227.0,4658.0,0,0,18,3,2,1,4,2,3,3,2,2,2
35,0,Travel_Rarely,802.0,Research & Development,10,3,Other,2,1,45,3,1,Laboratory Technician,4,Divorced,3917.0,9541.0,1,0,20,4,1,1,3,4,2,3,2,1,2
42,0,Travel_Rarely,265.0,Sales,5,2,Marketing,4,1,90,3,5,Manager,3,Married,17821.349999999995,7770.0,6,0,13,3,2,0,21,3,4,1,0,0,0
50,0,Travel_Rarely,804.0,Research & Development,9,3,Life Sciences,1,1,64,3,1,Laboratory Technician,4,Married,2380.0,20165.0,4,0,18,3,2,0,8,5,3,1,0,0,0
54,0,Travel_Rarely,715.0,Research & Development,2,3,Life Sciences,3,0,69,2,4,Manufacturing Director,4,Single,13726.0,21829.0,3,1,13,3,1,0,28,4,3,5,3,4,3
37,1,Travel_Rarely,1141.0,Research & Development,11,2,Medical,1,0,61,1,2,Healthcare Representative,2,Married,4777.0,14382.0,5,0,15,3,1,0,15,2,1,1,0,0,0
54,0,Travel_Frequently,165.35000000000002,Research & Development,18,4,Medical,3,1,62,3,2,Healthcare Representative,2,Married,6385.0,12992.0,3,1,14,3,4,2,17,3,3,8,7,6,7
41,0,Non-Travel,247.0,Research & Development,7,1,Life Sciences,2,0,55,1,5,Research Director,3,Divorced,17821.349999999995,20284.0,1,0,22,4,2,2,21,3,3,20,11,5,10
38,0,Travel_Rarely,1035.0,Sales,3,4,Life Sciences,2,1,42,3,2,Sales Executive,4,Single,6861.0,4981.0,8,1,12,3,3,0,19,1,3,1,0,0,0
26,1,Non-Travel,265.0,Sales,26,2,Medical,2,1,79,1,2,Sales Executive,1,Single,4969.0,21813.0,8,0,18,3,4,0,7,5,3,2,2,2,2
52,1,Travel_Rarely,266.0,Sales,2,1,Marketing,1,0,57,1,5,Manager,4,Married,17821.349999999995,25431.899999999998,1,0,15,3,4,1,28,3,3,20,11,6,9
44,0,Travel_Rarely,1424.1,Sales,26,3,Medical,4,0,53,4,4,Sales Executive,4,Married,13320.0,11737.0,3,1,18,3,3,1,23,2,3,12,11,9,10
50,0,Non-Travel,165.35000000000002,Sales,1,3,Life Sciences,4,0,95,3,2,Sales Executive,3,Married,6347.0,24920.0,0,0,12,3,1,1,19,3,3,18,7,0,10
36,1,Travel_Rarely,885.0,Research & Development,16,4,Life Sciences,3,0,43,4,1,Laboratory Technician,1,Single,2743.0,8269.0,1,0,16,3,3,0,18,1,3,17,11,9,10
39,0,Travel_Frequently,945.0,Research & Development,22,3,Medical,4,0,82,3,3,Manufacturing Director,1,Single,10880.0,5083.0,1,1,13,3,3,0,21,2,3,20,6,2,8
33,0,Non-Travel,1038.0,Sales,8,1,Life Sciences,2,0,88,2,1,Sales Representative,4,Single,2342.0,21437.0,0,0,19,3,4,0,3,2,2,2,2,2,2
45,0,Travel_Rarely,1234.0,Sales,11,2,Life Sciences,4,0,90,3,4,Manager,4,Married,17650.0,5404.0,3,0,13,3,2,1,26,4,4,9,3,1,1
32,0,Non-Travel,1109.0,Research & Development,26,4,Medical,4,0,69,3,1,Laboratory Technician,3,Single,4025.0,11135.0,8,0,12,3,2,0,10,2,3,8,7,7,7
34,0,Travel_Rarely,216.0,Sales,1,4,Marketing,2,1,75,4,2,Sales Executive,4,Divorced,9725.0,12278.0,0,0,11,3,4,1,16,2,2,15,1,0,9
54,0,Travel_Rarely,1089.0,Sales,1,2,Technical Degree,2,1,66,3,3,Manager,4,Married,11904.0,11038.0,3,1,14,3,3,1,14,1,1,6,4,0,4
45,0,Travel_Rarely,788.0,Human Resources,24,4,Medical,2,1,36,3,1,Human Resources,2,Single,2177.0,8318.0,1,0,16,3,1,0,6,3,3,6,3,0,4
53,0,Travel_Frequently,165.35000000000002,Sales,2,3,Marketing,3,0,38,2,3,Sales Executive,2,Married,7525.0,23537.0,2,0,12,3,1,1,28,2,3,15,7,6,10
36,1,Travel_Rarely,660.0,Research & Development,15,3,Other,1,1,81,3,2,Laboratory Technician,3,Divorced,4834.0,7858.0,7,0,14,3,2,1,9,3,2,1,0,0,0
26,1,Travel_Frequently,342.0,Research & Development,2,3,Life Sciences,1,1,57,3,1,Research Scientist,1,Married,2097.9,15346.0,6,1,14,3,2,1,6,2,3,3,2,1,2
34,0,Travel_Rarely,1333.0,Sales,10,4,Life Sciences,3,0,87,3,1,Sales Representative,3,Married,2220.0,18410.0,1,1,19,3,4,1,1,2,3,1,1,0,0
28,0,Travel_Rarely,1144.0,Sales,10,1,Medical,4,1,74,3,1,Sales Representative,2,Married,2097.9,23384.0,1,0,22,4,2,0,1,5,3,1,0,0,0
38,0,Travel_Frequently,1186.0,Research & Development,3,4,Other,3,1,44,3,1,Research Scientist,3,Married,2821.0,3384.55,3,0,16,3,1,1,8,2,3,2,2,2,2
50,0,Travel_Rarely,1424.1,Research & Development,2,4,Medical,2,1,62,3,5,Research Director,3,Married,17821.349999999995,12853.0,2,1,11,3,4,1,28,2,2,8,1,7,7
37,0,Travel_Rarely,165.35000000000002,Research & Development,3,3,Other,4,0,35,3,2,Healthcare Representative,2,Single,4107.0,13848.0,3,0,15,3,1,0,8,3,2,4,3,0,1
40,0,Travel_Rarely,300.0,Sales,26,3,Marketing,3,1,74,3,2,Sales Executive,1,Married,8396.0,22217.0,1,0,14,3,2,1,8,3,2,7,7,7,5
26,0,Travel_Frequently,921.0,Research & Development,1,1,Medical,1,0,66,2,1,Research Scientist,3,Divorced,2097.9,25265.0,1,0,13,3,3,2,5,5,3,5,3,1,3
46,0,Travel_Rarely,430.0,Research & Development,1,4,Medical,4,1,40,3,5,Research Director,4,Divorced,17821.349999999995,21445.0,8,0,17,3,4,2,23,1,3,2,2,2,2
54,0,Travel_Rarely,1082.0,Sales,2,4,Life Sciences,3,0,41,2,3,Sales Executive,3,Married,10686.0,8392.0,6,0,11,3,2,1,13,4,3,9,4,7,0
54,0,Travel_Frequently,1240.0,Research & Development,9,3,Medical,1,0,63,3,1,Research Scientist,3,Married,2942.0,12154.0,2,0,19,3,2,1,18,4,3,5,4,0,3
36,0,Travel_Rarely,796.0,Research & Development,12,5,Medical,4,0,51,2,3,Manufacturing Director,4,Single,8858.0,15669.0,0,0,11,3,2,0,15,2,2,14,8,7,8
54,0,Non-Travel,444.0,Research & Development,2,1,Medical,3,1,40,2,4,Manager,1,Single,16756.0,17323.0,7,0,15,3,2,0,28,3,4,9,7,6,2
43,0,Travel_Rarely,415.0,Sales,25,3,Medical,3,1,79,2,3,Sales Executive,4,Divorced,10798.0,5268.0,5,0,13,3,3,1,18,5,3,1,0,0,0
24,1,Travel_Frequently,769.0,Sales,9,3,Marketing,4,0,54,3,1,Sales Representative,4,Single,2323.0,17205.0,1,1,14,3,2,0,2,3,3,2,2,0,2
24,1,Travel_Rarely,1334.0,Research & Development,10,3,Life Sciences,3,0,36,2,1,Laboratory Technician,1,Single,2097.9,17258.0,1,0,13,3,1,0,1,5,2,1,0,1,0
46,0,Travel_Rarely,1003.0,Research & Development,8,4,Life Sciences,4,0,74,2,2,Research Scientist,1,Divorced,4615.0,21029.0,8,1,22,4,1,3,19,2,3,16,11,1,7
51,1,Travel_Rarely,1323.0,Research & Development,4,4,Life Sciences,1,1,34,3,1,Research Scientist,3,Married,2461.0,10332.0,8,1,12,3,3,3,18,2,4,10,0,2,7
28,1,Non-Travel,1366.0,Research & Development,24,2,Technical Degree,2,1,72,2,3,Healthcare Representative,1,Single,8722.0,12355.0,1,0,12,3,1,0,10,2,2,10,7,1,9
26,0,Travel_Rarely,192.0,Research & Development,1,2,Medical,1,1,59,2,1,Laboratory Technician,1,Married,3955.0,11141.0,1,0,16,3,1,2,6,2,3,5,3,1,3
30,0,Travel_Rarely,1176.0,Research & Development,20,3,Other,3,1,85,3,2,Manufacturing Director,1,Married,9957.0,9096.0,0,0,15,3,3,1,7,1,2,6,2,0,2
41,0,Travel_Rarely,509.0,Research & Development,7,2,Technical Degree,2,0,43,4,1,Research Scientist,3,Married,3376.0,18863.0,1,0,13,3,3,0,10,3,3,10,6,0,8
38,0,Travel_Rarely,330.0,Research & Development,17,1,Life Sciences,3,0,65,2,3,Healthcare Representative,3,Married,8823.0,24608.0,0,0,18,3,1,1,20,4,2,19,9,1,9
40,0,Travel_Rarely,1424.1,Research & Development,20,4,Technical Degree,1,1,61,3,3,Healthcare Representative,4,Married,10322.0,25431.899999999998,4,0,20,4,4,1,14,5,3,11,10,9,1
27,0,Non-Travel,1277.0,Research & Development,8,5,Life Sciences,1,1,87,1,1,Laboratory Technician,3,Married,4621.0,5869.0,1,0,19,3,4,3,3,4,3,3,2,1,2
54,0,Travel_Frequently,1091.0,Research & Development,2,1,Life Sciences,4,1,65,3,3,Manufacturing Director,2,Married,10976.0,15813.0,3,0,18,3,2,1,23,4,3,3,2,1,2
28,0,Travel_Rarely,857.0,Research & Development,10,3,Other,3,0,59,3,2,Research Scientist,3,Single,3660.0,7909.0,3,0,13,3,4,0,10,4,4,8,7,1,7
44,1,Travel_Rarely,1376.0,Human Resources,1,2,Medical,2,1,91,2,3,Human Resources,1,Married,10482.0,3384.55,8,0,14,3,4,1,24,1,3,20,6,3,6
33,0,Travel_Rarely,654.0,Research & Development,5,3,Life Sciences,4,1,34,2,3,Healthcare Representative,4,Divorced,7119.0,21214.0,4,0,15,3,3,1,9,2,3,3,2,1,2
35,1,Travel_Rarely,1204.0,Sales,4,3,Technical Degree,4,1,86,3,3,Sales Executive,1,Single,9582.0,10333.0,0,1,22,4,1,0,9,2,3,8,7,4,7
33,1,Travel_Frequently,827.0,Research & Development,26,4,Medical,1,0,54,2,2,Research Scientist,3,Single,4508.0,3384.55,1,0,22,4,2,0,14,4,3,13,7,3,8
28,0,Travel_Rarely,895.0,Research & Development,15,2,Life Sciences,1,1,50,3,1,Laboratory Technician,3,Divorced,2207.0,22482.0,1,0,16,3,4,1,4,5,2,4,2,2,2
34,0,Travel_Frequently,618.0,Research & Development,3,1,Life Sciences,1,1,45,3,2,Healthcare Representative,4,Single,7756.0,22266.0,0,0,17,3,3,0,7,1,2,6,2,0,4
37,0,Travel_Rarely,309.0,Sales,10,4,Life Sciences,4,0,88,2,2,Sales Executive,4,Divorced,6694.0,24223.0,2,1,14,3,3,3,8,5,3,1,0,0,0
25,1,Travel_Rarely,1219.0,Research & Development,4,1,Technical Degree,4,1,33,3,1,Laboratory Technician,4,Married,3691.0,4605.0,1,1,15,3,2,1,7,3,4,7,7,5,6
26,1,Travel_Rarely,1330.0,Research & Development,21,3,Medical,1,1,37,3,1,Laboratory Technician,3,Divorced,2377.0,19373.0,1,0,20,4,3,1,1,1,2,1,1,0,0
33,1,Travel_Rarely,1017.0,Research & Development,25,3,Medical,1,1,55,2,1,Research Scientist,2,Single,2313.0,3384.55,4,1,20,4,2,0,5,1,3,2,2,2,2
42,0,Travel_Rarely,469.0,Research & Development,2,2,Medical,4,1,35,3,4,Manager,1,Married,17665.0,14399.0,0,0,17,3,4,1,23,3,3,20,6,9,7
28,1,Travel_Frequently,1009.0,Research & Development,1,3,Medical,1,1,45,2,1,Laboratory Technician,2,Divorced,2596.0,7160.0,1,0,15,3,1,2,1,2,3,1,0,0,0
50,1,Travel_Frequently,959.0,Sales,1,4,Other,4,1,81,3,2,Sales Executive,3,Single,4728.0,17251.0,3,1,14,3,4,0,5,4,3,1,0,0,0
33,0,Travel_Frequently,970.0,Sales,7,3,Life Sciences,4,0,33,3,2,Sales Executive,2,Married,4302.0,13401.0,0,0,17,3,3,1,4,3,3,3,2,0,2
34,0,Non-Travel,697.0,Research & Development,3,4,Life Sciences,3,1,40,2,1,Research Scientist,4,Married,2979.0,22478.0,3,0,17,3,4,3,6,2,3,1,0,0,0
48,0,Non-Travel,1262.0,Research & Development,1,4,Medical,1,1,35,4,4,Manager,4,Single,16885.0,16154.0,2,0,22,4,3,0,27,3,2,5,4,2,1
45,0,Non-Travel,1050.0,Sales,9,4,Life Sciences,2,0,65,2,2,Sales Executive,3,Married,5593.0,17970.0,1,0,13,3,4,1,15,2,3,15,10,4,10
52,0,Travel_Rarely,994.0,Research & Development,7,4,Life Sciences,2,1,87,3,3,Healthcare Representative,2,Single,10445.0,15322.0,7,0,19,3,4,0,18,4,3,8,6,4,0
38,0,Travel_Rarely,770.0,Sales,10,4,Marketing,3,1,73,2,3,Sales Executive,3,Divorced,8740.0,5569.0,0,1,14,3,2,2,9,2,3,8,7,2,7
29,0,Travel_Rarely,1107.0,Research & Development,26,4,Life Sciences,3,0,93,3,1,Research Scientist,4,Divorced,2514.0,25431.899999999998,4,0,22,4,1,1,11,1,3,7,5,1,7
28,0,Travel_Rarely,950.0,Research & Development,3,3,Medical,4,0,93,3,3,Manufacturing Director,2,Divorced,7655.0,8039.0,0,0,17,3,2,3,10,3,2,9,7,1,7
46,0,Travel_Rarely,406.0,Sales,3,1,Marketing,1,1,52,3,4,Manager,3,Married,17465.0,15596.0,3,0,12,3,4,1,23,3,3,12,9,4,9
38,0,Travel_Rarely,165.35000000000002,Sales,2,2,Marketing,4,1,33,3,3,Sales Executive,2,Single,7351.0,20619.0,7,0,16,3,3,0,10,2,3,1,0,0,0
43,0,Travel_Frequently,1082.0,Research & Development,26,3,Life Sciences,3,0,83,3,3,Manufacturing Director,1,Married,10820.0,11535.0,8,0,11,3,3,1,18,1,3,8,7,0,1
39,1,Travel_Frequently,203.0,Research & Development,2,3,Life Sciences,1,1,84,3,4,Healthcare Representative,4,Divorced,12169.0,13547.0,7,0,11,3,4,3,21,4,3,18,7,9,5
40,0,Travel_Rarely,1308.0,Research & Development,14,3,Medical,3,1,44,2,5,Research Director,3,Single,17821.349999999995,17544.0,1,0,14,3,1,0,21,2,4,20,7,4,9
24,0,Travel_Rarely,984.0,Research & Development,1,1,Technical Degree,4,0,70,2,1,Research Scientist,2,Single,2097.9,25326.0,1,1,11,3,3,0,2,5,4,2,2,2,2
39,0,Non-Travel,439.0,Research & Development,9,3,Life Sciences,3,1,70,3,2,Laboratory Technician,2,Single,6782.0,8770.0,8,0,15,3,3,0,9,2,2,5,4,0,3
36,0,Non-Travel,217.0,Research & Development,18,4,Life Sciences,1,1,78,3,2,Manufacturing Director,4,Single,7779.0,23238.0,2,0,20,4,1,0,18,1,3,11,9,0,9
31,0,Travel_Frequently,793.0,Sales,20,3,Life Sciences,3,1,67,4,1,Sales Representative,4,Married,2791.0,21981.0,0,0,12,3,1,1,3,4,3,2,2,2,2
28,0,Travel_Rarely,1424.1,Research & Development,2,1,Life Sciences,1,1,67,2,1,Research Scientist,2,Married,3201.0,19911.0,0,0,17,3,1,0,6,2,1,5,3,0,4
35,0,Travel_Frequently,1182.0,Sales,11,2,Marketing,4,1,54,3,2,Sales Executive,4,Divorced,4968.0,18500.0,1,0,11,3,4,1,5,3,3,5,2,0,2
49,0,Travel_Rarely,174.0,Sales,8,4,Technical Degree,4,1,56,2,4,Sales Executive,2,Married,13120.0,11879.0,6,0,17,3,2,1,22,3,3,9,8,2,3
34,0,Travel_Frequently,1003.0,Research & Development,2,2,Life Sciences,4,1,95,3,2,Manufacturing Director,3,Single,4033.0,15834.0,2,0,11,3,4,0,5,3,2,3,2,0,2
29,0,Travel_Frequently,490.0,Research & Development,10,3,Life Sciences,4,0,61,3,1,Research Scientist,2,Divorced,3291.0,17940.0,0,0,14,3,4,2,8,2,2,7,5,1,1
42,0,Travel_Rarely,188.0,Research & Development,26,3,Medical,2,1,56,1,2,Laboratory Technician,4,Single,4272.0,9558.0,4,0,19,3,1,0,16,3,3,1,0,0,0
29,0,Travel_Rarely,718.0,Research & Development,8,1,Medical,2,1,79,2,2,Manufacturing Director,4,Married,5056.0,17689.0,1,1,15,3,3,1,10,2,2,10,7,1,2
38,0,Travel_Rarely,433.0,Human Resources,1,3,Human Resources,3,1,37,4,1,Human Resources,3,Married,2844.0,6004.0,1,0,13,3,4,1,7,2,4,7,6,5,0
28,0,Travel_Frequently,773.0,Research & Development,6,3,Life Sciences,3,1,39,2,1,Research Scientist,3,Divorced,2703.0,22088.0,1,1,14,3,4,1,3,2,3,3,1,0,2
24,1,Non-Travel,247.0,Research & Development,8,1,Medical,3,1,80,3,1,Laboratory Technician,3,Single,2097.9,13556.0,1,0,12,3,4,0,1,1,3,1,0,0,0
33,1,Travel_Rarely,603.0,Sales,9,4,Marketing,1,0,77,3,2,Sales Executive,1,Single,8224.0,18385.0,0,1,17,3,1,0,6,3,3,5,2,0,3
41,0,Travel_Rarely,167.0,Research & Development,12,4,Life Sciences,2,1,46,3,1,Laboratory Technician,4,Married,4766.0,9051.0,3,1,11,3,1,1,6,4,3,1,0,0,0
31,1,Travel_Frequently,874.0,Research & Development,15,3,Medical,3,1,72,3,1,Laboratory Technician,3,Married,2610.0,6233.0,1,0,12,3,3,1,2,5,2,2,2,2,2
37,0,Travel_Rarely,367.0,Research & Development,25,2,Medical,3,0,52,2,2,Healthcare Representative,4,Divorced,5731.0,17171.0,7,0,13,3,3,2,9,2,3,6,2,1,3
27,0,Travel_Rarely,199.0,Research & Development,6,3,Life Sciences,4,1,55,2,1,Research Scientist,3,Married,2539.0,7950.0,1,0,13,3,3,1,4,1,3,4,2,2,2
34,0,Travel_Rarely,1400.0,Sales,9,1,Life Sciences,2,0,70,3,2,Sales Executive,3,Married,5714.0,5829.0,1,0,20,4,1,0,6,3,2,6,5,1,3
35,0,Travel_Rarely,528.0,Human Resources,8,4,Technical Degree,3,1,97,3,1,Human Resources,3,Single,4323.0,7108.0,1,0,17,3,2,0,6,2,1,5,4,1,4
29,1,Travel_Rarely,408.0,Sales,23,1,Life Sciences,4,0,45,2,3,Sales Executive,1,Married,7336.0,11162.0,1,0,13,3,1,1,11,3,1,11,8,3,10
40,0,Travel_Frequently,593.0,Research & Development,9,4,Medical,2,0,88,3,3,Research Director,3,Single,13499.0,13782.0,8,0,17,3,3,0,20,3,2,18,7,2,10
42,1,Travel_Frequently,481.0,Sales,12,3,Life Sciences,3,1,44,3,4,Sales Executive,1,Single,13758.0,3384.55,0,1,12,3,2,0,22,2,2,20,9,9,10
42,0,Travel_Rarely,647.0,Sales,4,4,Marketing,2,1,45,3,2,Sales Executive,1,Single,5155.0,3384.55,7,0,13,3,4,0,9,3,4,6,4,1,5
35,0,Travel_Rarely,982.0,Research & Development,1,4,Medical,4,1,58,2,1,Laboratory Technician,3,Married,2258.0,16340.0,6,0,12,3,2,1,10,2,3,8,0,1,7
24,0,Travel_Rarely,477.0,Research & Development,24,3,Medical,4,1,49,3,1,Laboratory Technician,2,Single,3597.0,6409.0,8,0,22,4,4,0,6,2,3,4,3,1,2
28,1,Travel_Rarely,1424.1,Research & Development,12,1,Life Sciences,3,0,79,3,1,Laboratory Technician,4,Married,2515.0,22955.0,1,1,11,3,4,0,1,4,2,1,1,0,0
26,0,Travel_Rarely,1384.0,Research & Development,3,4,Medical,1,1,82,4,1,Laboratory Technician,4,Married,4420.0,13421.0,1,0,22,4,2,1,8,2,3,8,7,0,7
30,0,Travel_Rarely,852.0,Sales,10,3,Marketing,3,1,72,2,2,Sales Executive,3,Married,6578.0,3384.55,1,0,18,3,1,1,10,3,3,10,3,1,4
40,0,Travel_Frequently,902.0,Research & Development,26,2,Medical,3,0,92,2,2,Research Scientist,4,Married,4422.0,21203.0,3,1,13,3,4,1,16,3,1,1,1,0,0
35,0,Travel_Rarely,819.0,Research & Development,2,3,Life Sciences,3,1,44,2,3,Manufacturing Director,2,Divorced,10274.0,19588.0,2,0,18,3,2,1,15,2,4,7,7,6,4
34,0,Travel_Frequently,669.0,Research & Development,1,3,Medical,4,1,97,2,2,Healthcare Representative,1,Single,5343.0,25431.899999999998,0,0,20,4,3,0,14,3,3,13,9,4,9
35,0,Travel_Frequently,636.0,Research & Development,4,4,Other,4,1,47,2,1,Laboratory Technician,4,Married,2376.0,25431.899999999998,1,0,13,3,2,1,2,2,4,2,2,2,2
43,1,Travel_Rarely,1372.0,Sales,9,3,Marketing,1,0,85,1,2,Sales Executive,3,Single,5346.0,9489.0,8,0,13,3,2,0,7,2,2,4,3,1,3
32,0,Non-Travel,862.0,Sales,2,1,Life Sciences,3,0,76,3,1,Sales Representative,1,Divorced,2827.0,14947.0,1,0,12,3,3,3,1,3,3,1,0,0,0
54,0,Travel_Rarely,718.0,Research & Development,4,4,Technical Degree,4,0,92,3,5,Manager,1,Divorced,17821.349999999995,18575.0,4,0,13,3,4,1,28,2,3,5,2,4,2
29,0,Travel_Rarely,1401.0,Research & Development,6,1,Medical,2,0,54,3,1,Laboratory Technician,4,Married,3131.0,25431.899999999998,1,0,13,3,1,1,10,5,3,10,8,0,8
24,0,Travel_Rarely,645.0,Research & Development,9,2,Life Sciences,3,1,54,3,1,Research Scientist,1,Single,2552.0,7172.0,1,0,22,4,3,0,1,4,3,1,1,0,0
45,0,Travel_Rarely,1424.1,Research & Development,7,3,Medical,1,0,83,3,1,Research Scientist,3,Married,4477.0,20100.0,4,1,19,3,3,1,7,2,2,3,2,0,2
37,0,Travel_Rarely,977.0,Research & Development,1,3,Life Sciences,4,0,56,2,2,Manufacturing Director,4,Married,6474.0,9961.0,1,0,13,3,2,1,14,2,2,14,8,3,10
24,0,Travel_Rarely,805.0,Research & Development,3,3,Life Sciences,1,1,87,2,1,Laboratory Technician,3,Single,3033.0,12828.0,1,0,12,3,1,0,2,2,2,2,2,1,2
44,1,Travel_Rarely,1097.0,Research & Development,10,4,Life Sciences,3,1,96,3,1,Research Scientist,3,Single,2936.0,10826.0,1,1,11,3,3,0,6,4,3,6,4,0,2
53,0,Travel_Rarely,1223.0,Research & Development,7,2,Medical,4,0,50,3,5,Manager,3,Divorced,17821.349999999995,18640.0,3,0,18,3,2,1,26,5,3,7,7,4,7
29,0,Travel_Rarely,942.0,Research & Development,15,1,Life Sciences,2,0,69,1,1,Research Scientist,4,Married,2168.0,25431.899999999998,0,1,18,3,1,1,6,2,2,5,4,1,3
24,1,Travel_Frequently,1256.0,Research & Development,3,4,Life Sciences,3,1,48,2,1,Research Scientist,4,Married,2853.0,4223.0,0,1,11,3,2,1,1,5,3,1,0,0,0
46,0,Travel_Rarely,1402.0,Sales,2,3,Marketing,3,0,69,3,4,Manager,1,Married,17048.0,24097.0,8,0,22,4,1,0,28,2,3,20,11,9,9
44,0,Non-Travel,165.35000000000002,Research & Development,17,3,Life Sciences,4,1,74,1,1,Research Scientist,3,Single,2290.0,4279.0,2,0,13,3,4,0,6,3,3,1,0,0,0
33,0,Travel_Rarely,165.35000000000002,Human Resources,2,3,Human Resources,2,1,97,3,1,Human Resources,3,Married,3600.0,8429.0,1,0,13,3,4,1,5,2,3,5,4,1,4
